5630,762,0
3545,258,0
3130,506,1
9590,234,0
6327,22,0
9664,175,1
6405,145,1
6247,269,1
1098,537,0
2366,581,0
4120,201,1
2086,762,1
6114,442,1
320,92,1
8379,71,1
1286,523,0
3938,538,1
7257,169,1
3141,756,1
7745,730,1
2104,241,0
2198,181,1
9684,492,1
7215,633,1
4554,760,1
6650,90,1
5594,726,1
7218,340,0
3738,19,0
968,79,0
9442,763,1
1784,606,1
2211,57,0
6353,443,1
8967,88,1
8185,258,1
5967,750,0
2571,420,1
4610,447,1
7554,487,1
9084,421,0
942,89,1
5119,553,0
3106,232,1
5796,25,1
3011,53,1
6627,748,1
5714,182,1
2549,504,1
7654,725,0
4751,22,0
1189,611,1
9937,442,1
594,492,1
3502,749,1
5109,793,1
4105,258,1
6063,538,1
6929,241,1
3490,208,0
6026,463,0
3355,487,1
8897,749,1
5064,443,1
7811,534,1
1914,79,1
5905,749,1
5549,557,1
6385,517,0
2911,81,0
6064,506,1
4725,212,0
7497,506,1
1954,32,1
8406,273,0
6155,487,1
3574,15,1
4657,748,1
6521,34,0
8150,751,1
4284,819,0
6226,475,1
3196,110,0
9786,114,0
2399,446,1
6286,31,1
7572,443,1
7219,558,0
7167,557,1
2510,232,1
258,487,1
3877,237,1
1616,31,1
5494,175,1
9098,81,0
4967,830,1
711,636,1
4772,343,0
6822,442,1
2756,216,1
3083,675,1
2101,495,0
6079,633,0
5335,492,1
4337,22,0
6664,238,1
5557,272,1
3268,72,1
387,755,0
6605,15,0
7230,754,0
5174,276,0
6527,532,0
5812,487,1
957,549,0
4058,212,1
6333,196,0
1844,236,1
401,89,0
4328,21,1
2201,215,1
611,761,0
3883,109,0
5549,235,1
7030,492,1
3999,728,1
867,353,0
4711,506,1
7521,763,1
5624,239,1
9717,16,1
802,506,1
2264,32,0
3956,171,1
9771,470,1
8908,31,1
6428,728,1
937,724,0
9945,708,1
3953,25,1
8540,239,1
511,508,0
2504,333,0
987,513,0
2341,218,1
2920,465,1
9548,621,1
3132,56,0
2352,504,0
5848,182,1
8167,633,1
8504,260,1
5145,238,1
5497,443,1
8519,726,1
4302,93,1
5549,31,1
2588,421,1
6333,687,0
810,638,1
8739,487,1
3596,553,1
6976,443,1
8212,619,0
5399,648,1
5922,606,1
3741,237,1
7462,233,0
1098,612,0
125,89,1
2589,728,1
4367,729,1
2304,234,1
4037,297,1
2128,487,1
6225,553,1
3849,135,1
8311,259,1
6757,446,1
6692,530,0
53,620,1
4814,493,1
3588,503,0
4746,241,0
8448,212,1
417,517,0
950,442,1
8974,216,1
5213,712,0
7869,620,1
3300,487,1
2533,182,0
3874,89,1
7981,182,0
5912,34,0
5747,288,0
1036,506,1
7305,487,1
593,374,1
5579,57,0
807,826,0
2873,387,0
984,756,1
6514,383,0
1536,378,0
7815,88,0
1344,621,1
1907,757,1
7585,830,1
5171,25,0
1267,620,1
4703,71,1
6898,696,0
2139,238,1
3923,763,1
2605,807,1
5111,727,1
927,182,1
247,503,1
4046,633,0
3142,495,0
8752,756,1
8208,269,0
8225,792,1
1116,629,0
252,235,1
5863,445,1
566,217,1
3246,196,1
7141,181,1
5061,648,0
4510,446,1
1205,216,0
9150,748,0
1443,727,1
4507,33,1
7960,245,1
5390,238,1
960,442,1
8700,34,1
8996,346,0
2173,32,1
364,637,0
1733,54,1
4373,340,1
1928,633,0
156,71,0
9786,633,0
9496,152,0
6061,93,1
4039,240,1
1771,749,1
4603,443,1
762,557,1
32,503,0
121,145,1
8574,443,0
8729,581,0
7406,399,0
6935,182,1
5797,674,0
8419,11,0
7344,155,1
779,10,0
4473,636,0
3264,487,1
3616,235,1
5233,761,0
386,466,1
3322,309,1
2108,221,1
693,728,1
7907,234,1
4871,636,0
3245,216,0
9462,90,1
6250,235,1
3066,495,0
1722,238,1
5796,145,0
964,557,1
350,221,1
3108,134,1
632,425,0
4304,730,0
7055,445,1
5041,640,0
1064,223,0
9179,197,0
4868,453,0
401,727,1
3454,182,1
6228,31,1
8038,145,1
8572,532,0
4738,309,0
6566,5,1
679,719,0
4998,592,0
2462,34,1
8288,241,1
259,749,1
1820,675,1
542,647,0
6383,41,0
35,553,1
6330,293,1
3623,381,0
1216,749,0
6135,155,0
2930,746,0
4010,67,1
1497,567,0
3541,32,1
8023,759,1
3964,606,1
253,792,1
6443,772,1
8035,30,1
7432,758,0
8595,84,0
3500,557,1
5114,177,1
259,748,1
5669,184,0
5545,90,1
5156,340,1
2167,314,0
2256,89,1
9124,212,1
5178,606,1
3980,182,1
9781,369,0
3347,237,1
9386,31,1
1883,0,0
7077,235,1
7735,305,1
1508,381,0
5957,592,1
7749,439,0
2179,633,1
8436,439,0
1800,582,1
3782,814,1
9942,90,1
4316,517,1
9841,534,1
3042,584,0
2482,32,1
5140,238,1
1514,23,0
3505,169,1
9395,218,1
2588,79,0
829,728,1
8224,236,1
5998,436,1
7232,238,1
6764,216,1
862,538,1
6357,746,1
2235,785,1
7528,503,1
8305,431,1
8375,557,1
218,748,0
5076,751,1
6103,273,0
7103,553,1
5947,750,1
8640,89,1
1194,606,1
7087,25,1
6283,640,0
3837,79,0
8310,34,1
4909,0,0
7246,748,0
7110,239,1
6325,725,1
5842,244,1
284,751,0
542,239,1
1163,651,0
5614,134,1
4937,179,1
6797,31,1
2539,461,1
2622,633,1
4607,14,1
1990,239,1
6385,443,1
1667,487,1
4384,71,1
4858,22,0
2137,606,1
6746,749,1
5086,764,0
6506,716,0
9380,10,0
3209,517,1
8520,442,1
6570,584,0
9907,171,1
4787,592,0
5357,58,1
1753,633,1
8720,633,1
5737,734,1
2983,196,1
8876,233,0
3688,81,1
5588,492,1
3266,331,1
3509,444,1
9733,89,0
2510,90,1
9500,19,0
4911,506,1
5594,619,1
6195,31,1
9866,432,0
9546,10,0
7777,728,1
8383,445,1
3680,685,0
7544,727,1
7871,493,1
2882,240,1
6696,729,1
5929,506,1
5596,23,1
9218,546,0
8295,517,1
7436,31,1
8225,136,0
7452,756,1
7428,792,0
4070,466,0
9943,31,1
8419,633,1
8123,506,1
492,445,0
9781,145,1
1788,785,1
5073,444,1
8615,383,0
1335,16,1
5109,444,1
9251,53,0
2036,378,0
7073,830,0
5141,71,1
3708,32,1
169,68,0
2125,208,0
147,621,0
4082,728,1
3152,443,1
5545,216,1
4025,760,1
1938,442,1
7122,487,1
6527,182,1
8896,728,1
3172,79,1
9228,177,1
7763,181,1
6097,349,1
6032,447,1
9219,170,1
4327,493,0
2183,358,0
6374,748,1
7278,89,0
6158,736,0
6771,528,1
2779,64,0
7745,727,1
6092,685,0
1250,80,0
332,212,0
2715,445,0
3024,492,0
5657,443,1
9159,14,1
455,729,1
7781,236,0
2008,504,1
1776,32,1
5596,5,0
4970,640,0
4965,33,1
6036,223,1
3387,603,0
5347,706,0
7884,181,1
9452,577,1
235,182,0
9229,67,1
8327,749,1
5981,54,0
8197,240,1
5843,645,0
958,258,0
557,748,0
6827,196,1
281,442,1
9526,495,0
2489,785,1
5027,90,1
5534,31,1
135,463,0
7993,212,1
1776,442,1
1793,760,0
6623,791,0
8793,88,1
919,604,1
3591,239,1
8074,22,1
6975,687,0
7945,444,1
5255,15,0
9022,553,1
6165,446,1
3914,317,0
1449,15,1
1968,673,0
6285,281,1
1115,762,1
1094,365,0
2495,442,1
3726,134,0
4686,57,0
516,715,0
4069,730,0
9476,170,0
5252,201,1
6085,504,0
8325,772,0
5513,727,1
9046,487,1
6501,534,1
2524,233,1
2428,495,1
4934,306,0
249,749,0
2981,727,1
323,517,0
5633,532,1
9757,668,0
9836,638,1
5424,830,0
5113,610,0
3058,34,1
1770,212,0
8466,128,1
7939,727,0
5241,755,1
1413,830,0
131,487,1
1593,749,1
5497,235,1
3859,791,0
8489,487,1
5912,445,0
3003,241,1
8923,830,1
504,115,0
3575,492,1
1137,729,1
3083,72,1
1651,495,0
7455,379,1
2480,558,0
2490,727,1
857,726,1
1567,685,0
4690,192,1
7202,751,1
6147,511,0
9922,610,0
7769,503,1
981,113,1
8643,155,0
3652,728,1
8016,506,1
9462,538,1
6262,442,1
5746,177,1
5197,216,1
1287,313,0
2496,32,1
4923,78,0
9175,216,0
5541,750,0
4005,32,1
6096,232,1
1200,487,1
7682,381,0
3594,22,1
7195,212,1
5709,751,1
7586,134,1
8279,261,0
8416,487,1
4565,236,1
7280,730,1
4549,129,1
9494,487,1
8036,168,0
2928,268,0
9823,557,1
3429,88,1
3335,23,1
2818,558,0
4490,757,1
6883,446,1
2450,67,1
4518,767,0
1909,240,1
5995,608,1
8079,442,1
425,79,1
9225,357,1
7565,511,0
269,237,1
701,646,0
6788,749,0
4688,633,1
8920,830,0
2123,749,1
838,729,1
7443,443,1
1841,137,0
7215,750,0
9451,31,1
4901,633,0
6601,550,0
6748,727,1
2702,612,0
1449,235,1
3635,158,0
8958,443,1
2666,5,0
2341,237,1
6845,216,0
6362,631,0
176,719,1
8242,688,1
7083,645,0
1541,212,0
7436,262,0
8267,756,1
7751,492,1
9820,785,1
158,235,0
5398,729,1
3794,44,1
927,470,0
8125,234,1
1454,261,0
457,648,0
9476,177,1
8131,181,1
8095,737,1
5622,506,1
6608,93,0
2817,235,1
7571,792,1
3889,114,1
3708,31,1
6651,31,1
6005,447,1
3076,785,0
5089,793,0
2731,170,1
8373,232,1
1725,233,0
5952,21,0
1793,748,0
8526,534,0
4335,495,1
2063,508,1
8169,727,1
6174,749,1
8804,169,0
5243,756,0
1825,750,0
2009,175,1
4712,487,1
7135,645,1
401,728,0
9861,297,0
8891,242,1
7735,518,0
5930,81,1
4135,238,1
3041,601,1
5129,114,1
7199,182,1
5961,34,1
7576,830,1
6453,145,0
770,234,0
4251,232,1
288,246,0
4010,675,1
4256,196,0
2027,616,1
8602,31,1
5448,488,1
7259,272,0
2308,553,1
8733,830,1
7997,25,1
5675,750,1
6717,81,0
1564,487,1
5859,246,1
6226,728,1
4882,749,1
3079,265,0
5008,236,1
2386,32,1
5482,557,1
45,543,0
8231,31,1
2087,756,0
447,466,1
6338,212,1
359,197,1
7847,57,0
2610,728,1
415,238,1
2349,730,1
4465,182,1
6165,785,1
7912,470,0
8963,232,1
7021,504,1
8071,84,0
5412,487,1
7943,730,1
3991,493,0
6942,620,0
6916,736,1
7049,620,1
680,763,1
8177,268,0
3059,727,1
3962,553,1
570,81,0
1687,182,1
6994,503,1
6435,517,1
6165,621,0
2801,192,1
688,492,1
7110,466,1
493,442,1
8649,293,1
5641,237,1
4149,25,1
5761,242,1
7349,25,0
1181,706,1
6196,272,0
1793,611,0
9888,97,1
9332,184,0
6379,31,1
3778,770,0
3620,285,0
5964,238,1
6054,493,0
8587,236,1
1717,222,1
8385,134,0
9929,826,0
1294,238,1
3127,235,1
8114,309,1
9195,730,0
5547,231,0
2508,577,0
9641,264,1
8495,90,1
1204,67,0
1439,503,0
1604,636,1
5216,381,0
8394,532,0
7680,23,1
4993,785,1
9957,23,1
224,134,1
8339,487,1
4298,729,1
3817,127,1
9508,182,1
5955,268,0
9356,826,1
4977,34,1
9762,444,1
3245,58,0
7897,729,1
8605,216,1
6994,193,0
8522,557,1
970,481,1
3648,772,1
7682,22,1
2384,12,1
7486,604,0
9767,606,1
4076,553,1
82,242,1
7671,637,0
8120,517,1
3999,487,0
617,89,1
6370,755,0
8276,603,1
4674,80,1
8772,34,0
8546,487,1
8605,772,0
5335,760,1
5537,54,0
3753,239,1
2244,729,1
9947,494,1
1411,163,0
1147,365,1
1228,36,1
5761,317,0
9841,620,1
7465,494,1
5603,748,0
3353,93,1
6331,554,1
6452,245,0
6034,239,1
4232,22,1
6551,348,1
1763,492,0
3643,443,1
9875,443,1
3666,749,1
6024,216,1
4531,56,0
2916,232,1
6571,34,1
5444,240,1
592,760,1
711,418,1
5822,503,1
760,727,1
399,233,0
35,727,1
12,490,0
1283,760,1
2458,785,0
3735,383,0
1742,445,1
6470,446,1
9508,262,0
2629,492,0
8982,463,0
7996,238,1
6504,466,1
83,728,0
3609,729,1
6087,14,0
7420,182,1
5418,340,0
945,196,1
4257,749,0
5234,168,1
8865,272,0
5958,458,1
2378,557,1
5156,25,1
6567,418,1
8370,492,0
7838,443,1
2493,134,1
3364,14,1
9781,728,1
9452,493,0
8015,175,1
5141,757,1
4568,687,0
5816,749,1
7942,32,1
3287,559,0
1102,727,1
7808,67,1
9061,620,1
5965,444,1
214,327,0
9400,772,1
9388,442,1
8111,155,0
1772,11,1
8219,762,0
5548,14,0
8040,258,1
9879,748,0
4774,234,1
7259,494,0
9710,494,0
8147,231,1
6009,748,1
9648,353,1
1262,586,0
5217,378,0
2820,236,1
5812,604,0
447,651,1
8651,182,1
9728,44,1
5290,756,1
4282,236,1
1395,90,1
1071,638,1
5505,212,1
8216,785,1
3805,557,1
1183,620,0
3124,607,1
5494,513,0
2239,495,1
9787,272,1
13,444,1
4085,32,1
5701,42,1
1924,444,1
313,161,1
5586,269,0
2840,557,1
2591,29,1
4802,238,1
968,441,0
9589,577,0
5688,89,1
6162,552,1
8629,11,0
3430,258,1
6549,93,1
3600,812,0
2471,723,1
4262,557,1
4522,532,1
6738,216,0
8128,31,1
8419,32,1
631,54,0
277,631,0
7086,748,1
1816,706,0
3124,11,0
7723,510,0
3874,633,1
5326,730,1
7447,158,1
4287,31,1
8428,487,1
5313,749,1
8717,517,0
8263,235,1
7824,606,1
6876,463,0
8605,208,0
4537,421,1
3,830,1
7259,177,1
2478,192,1
2773,196,1
8103,637,1
880,532,0
1691,81,1
2696,32,1
2121,22,1
9100,443,1
7380,237,0
4549,232,1
7572,442,1
2198,34,1
1536,71,1
6068,258,1
7150,728,1
3402,0,0
8375,533,1
8996,34,1
1041,447,1
5489,728,1
8035,163,1
1966,605,0
8906,588,1
2454,79,1
2454,748,1
1679,52,1
2590,170,0
7404,284,1
2495,353,0
887,762,0
7175,748,1
7597,511,0
2538,552,0
465,447,1
439,158,1
5940,749,1
5586,216,0
6419,269,0
852,358,0
2444,442,1
7759,494,1
8418,831,0
5101,155,1
9644,443,1
1312,727,1
799,728,0
3591,761,1
1862,749,0
386,504,1
7859,245,0
2907,34,1
469,114,0
8973,638,0
6331,552,0
5677,81,1
9915,552,0
3020,621,0
4013,620,0
8881,73,0
1870,81,0
7728,25,1
5540,32,1
7538,673,1
7691,421,1
6279,761,1
3813,421,0
1931,727,1
2367,242,1
4048,727,1
7868,487,1
1858,495,0
8346,244,1
9940,134,0
2826,443,0
790,748,1
4149,196,0
4287,830,1
8127,14,1
9636,749,1
2611,830,0
6153,197,1
7675,620,0
9788,53,1
9808,276,1
2110,729,1
462,606,1
1286,393,0
3711,466,0
6589,563,0
1671,31,1
2011,21,0
4423,730,0
2971,611,1
6653,241,0
9050,443,1
5142,134,1
3270,750,0
6995,442,0
7169,487,0
5689,750,1
5978,820,1
4321,749,1
2323,80,1
3821,444,1
7959,749,1
4286,240,1
6739,830,1
4118,16,0
853,235,1
5300,238,1
1529,183,1
4520,277,0
8149,749,0
8071,22,0
7513,601,1
8572,785,0
3645,727,1
7421,421,0
8750,182,1
6513,232,1
1052,358,0
4954,273,0
6589,128,0
307,487,1
2554,276,0
964,750,0
3545,326,0
5242,241,0
4835,31,1
8604,25,0
2176,181,0
5808,36,1
7819,442,1
3894,619,0
9125,216,1
7740,235,1
4782,504,1
8402,34,0
758,756,0
4308,0,1
3748,536,1
6807,237,1
6566,182,1
3375,633,1
5651,77,1
3729,728,1
3942,772,1
7133,487,1
655,495,1
4596,633,1
8201,238,1
4304,517,0
802,277,1
6081,245,0
3521,89,0
6827,21,1
7319,81,0
3470,237,1
9611,134,1
3977,442,1
7090,750,0
2654,728,1
3052,212,1
7277,123,1
5849,57,0
4508,44,1
9954,749,1
8835,826,0
4369,245,0
2490,238,1
8276,495,0
960,746,1
8846,687,1
5352,756,1
6697,444,1
1719,0,1
3535,212,1
7255,715,0
1193,727,1
5508,16,0
716,233,0
5714,30,0
1780,824,1
7715,241,1
8707,750,0
9853,387,1
5894,756,0
8192,487,1
2252,216,0
6625,830,0
8504,748,1
287,443,1
7196,1,0
3092,32,1
2571,134,1
7413,235,1
9147,235,1
3514,756,1
2344,728,1
4531,558,1
5915,16,1
139,577,1
9476,442,1
1836,487,0
3816,245,0
7632,758,1
7206,444,1
585,584,0
2619,772,1
3081,606,1
1862,539,1
7010,756,1
8854,576,1
5822,196,1
5148,749,1
9756,81,1
2116,212,1
5374,31,0
5443,447,0
3380,522,0
7811,748,1
7436,232,1
1818,196,1
4187,432,0
5009,192,1
6518,158,1
9152,353,0
6788,276,0
6854,309,1
8791,730,1
8608,16,1
4366,442,1
2922,155,1
2130,258,1
1752,357,1
9889,605,0
4495,729,1
3562,716,1
9601,558,0
2167,234,1
3665,89,1
642,67,1
3134,42,1
7364,443,1
4463,208,0
5475,238,1
6417,562,1
1555,831,0
8856,614,1
5765,791,0
4246,727,1
7582,616,1
7436,686,0
3916,67,1
5585,604,1
2990,238,1
2094,73,1
9546,785,1
9665,812,1
183,236,1
4027,242,0
8717,378,0
9800,44,1
9705,487,0
7200,611,1
6604,196,1
7615,212,1
7915,442,1
6390,15,0
1864,540,1
822,492,0
4568,31,1
6449,31,1
6325,169,0
7138,329,0
3690,466,0
9917,258,1
3053,755,0
6618,492,0
6452,88,0
6976,235,1
4959,241,1
7489,58,1
7958,323,1
1068,53,1
8664,14,1
4621,5,0
5475,243,1
79,25,1
5260,238,1
2147,633,1
6488,540,1
7968,71,1
2454,163,0
4066,761,1
131,79,0
938,236,1
9368,673,1
6247,633,1
4670,603,1
2386,605,0
2022,196,0
5701,52,1
6508,728,1
2637,221,0
2956,193,1
668,792,0
8494,562,0
4709,14,0
3472,534,0
321,633,1
8660,89,0
3169,729,1
5669,553,1
8177,231,0
8131,748,0
2476,181,0
5957,577,1
8927,22,1
4849,640,0
416,487,1
3791,177,1
9039,443,1
269,577,0
134,155,1
1415,553,0
4961,576,0
8667,196,1
9481,727,1
4205,445,1
8225,156,0
8575,236,1
9648,611,1
1363,762,1
9746,232,1
4179,145,1
1176,175,1
5155,429,0
5744,16,1
3963,272,1
2176,517,1
3319,31,1
1111,801,0
3313,763,1
9356,23,1
4369,762,0
8634,487,1
6352,461,1
6289,513,0
3252,387,1
8277,723,1
8169,567,0
2963,192,1
3322,726,1
1026,237,1
2388,378,1
8856,532,1
5064,421,0
9815,175,1
5101,506,1
4069,748,1
1311,762,0
3237,749,1
8855,728,1
6102,163,0
3377,830,0
1384,749,1
906,552,0
8504,442,1
3693,11,1
2582,620,0
9945,443,1
3064,492,0
2743,16,1
1856,558,1
812,447,0
5695,134,0
7217,633,0
749,633,1
2867,728,1
5883,233,0
7204,237,1
2351,182,1
2272,231,0
928,179,1
7140,508,1
6450,15,1
5349,421,1
2930,264,1
7031,758,1
2688,487,1
9083,240,1
4311,236,1
190,239,1
9779,616,1
9110,55,0
1430,16,1
3086,212,1
5282,221,0
3364,611,1
3788,622,1
6709,32,1
3129,794,0
4106,609,0
9308,487,1
1535,447,1
3015,443,1
3865,235,1
1598,642,0
8491,430,0
1197,44,1
3389,830,0
9146,57,0
3503,293,0
3332,503,1
3993,233,0
8588,621,1
8159,487,1
2608,42,1
3672,446,0
2699,633,0
3449,233,0
8627,487,1
1488,728,1
1229,830,1
4865,558,1
8968,32,1
9982,236,1
6034,177,1
5763,576,0
3261,89,1
2467,90,1
6873,233,1
5845,16,1
5379,237,1
1045,442,1
3189,393,0
2409,335,0
6908,72,0
3984,546,0
5816,237,1
628,34,0
7460,487,1
7436,724,1
2903,236,1
3093,756,1
1943,442,1
7928,182,0
2198,493,0
4404,14,1
506,487,0
4554,609,0
9992,492,1
9292,732,0
4816,418,0
824,487,0
9591,208,0
6654,134,0
4090,492,1
4971,487,1
7074,52,0
8341,728,1
2199,15,0
8191,233,0
2401,233,1
4145,830,0
7987,145,1
8076,196,1
3941,492,1
7737,565,0
5626,174,1
905,375,0
8507,60,0
2108,443,1
5444,379,0
2021,57,1
7895,557,1
7202,785,1
8831,418,1
1660,444,1
3511,36,1
4060,261,0
1285,557,1
5645,90,1
3567,44,0
9655,34,1
8128,0,1
7277,481,0
4894,269,0
9539,813,1
5746,444,1
598,504,1
4677,492,0
1993,67,0
336,32,1
6142,177,1
5063,619,1
2393,487,1
3669,443,1
5751,748,1
851,446,1
7521,237,1
2793,729,0
2993,723,1
1333,305,1
8159,728,1
1484,232,1
4554,241,0
679,208,0
8101,29,1
7496,443,1
3268,619,1
6456,493,1
5193,239,1
6350,375,0
2570,442,1
980,137,1
5710,115,0
1404,736,0
1243,799,0
405,175,1
3647,33,0
9639,724,1
3939,16,1
6482,34,0
3987,463,0
8890,748,1
8063,611,1
2458,633,1
2956,236,1
6561,727,1
780,728,1
1221,756,0
1780,811,0
4388,274,0
8178,492,1
9446,443,1
323,442,1
8168,177,1
5586,756,1
1335,309,0
2492,442,1
4749,617,0
8403,818,1
2921,619,1
2512,12,0
4506,52,0
9791,326,1
8870,234,1
658,360,0
213,89,0
4408,231,1
8725,724,0
1629,443,1
7601,31,1
2246,688,1
319,44,1
1443,31,1
1189,588,0
7370,263,1
5203,619,1
5864,524,1
9346,487,1
6800,487,1
341,265,0
7279,794,0
8736,493,0
4610,728,1
8018,601,0
4338,443,0
7866,377,1
1589,24,0
5045,748,1
7561,557,1
9059,196,0
9242,212,1
6724,443,1
4868,187,1
8075,726,1
8245,235,1
6443,487,0
5052,492,0
388,108,0
3379,749,1
9952,809,0
4134,756,1
8637,234,1
6614,239,1
6846,196,1
5111,89,0
1662,444,1
3919,456,0
459,237,1
7467,81,0
1764,231,0
9528,504,1
1203,43,1
7043,760,0
8599,58,1
941,673,1
46,233,0
8334,196,1
5141,763,1
1278,617,0
8111,446,0
6075,729,1
3621,442,1
7286,331,1
8026,177,1
867,239,1
157,383,0
7211,237,1
5580,262,0
9671,727,1
